Winning Horse Name,Sire Name,Race Date,Track,Purse,Race Name,Grade,"Speed
Rating","Class 
Rating",,,,
Gamble's Ghost,Ghostzapper,10-04-15,Woodbine,"$150,000",Mazarine S.,3,81,115.5,,,,
Belleofthebeach,Master Command,10-05-15,Zia Park,"$55,000",Chaves County S.,,96,120.2,,,,
Miss Mischief,Into Mischief,10-06-15,Presque Isle Downs,"$100,000",H.B.P.A. S.,,95,118.8,,,,
Balk,Street Boss,10-06-15,Presque Isle Downs,"$100,000",Fitz Dixon Jr. Memorial Juvenile S.,,83,114.2,,,,
Lady Fog Horn,Zavata,10-07-15,Indiana Grand,"$85,000",Hoosier Breeders Sophomore S.,,90,115.7,,,,
Harmonize,Scat Daddy,10-07-15,Keeneland,"$150,000",Jessamine S.,3,90,117.9,,,,
Country Minister,Evil Minister,10-07-15,Indiana Grand,"$85,000",Gus Grissom S.,,88,117.9,,,,
Daddy Justice,Lantana Mob,10-07-15,Indiana Grand,"$85,000",Hoosier Breeders Sophomore S.,,87,117.4,,,,
Tornada,High Fly,10-07-15,Indiana Grand,"$85,000",Richmond S.,,74,113.8,,,,
Ageless,Successful Appeal,10-09-15,Keeneland,"$100,000",Buffalo Trace Franklin County S.,,95,118.5,,,,
Messi (GER),New Approach (IRE),10-10-15,Belmont Park,"$200,000",Knickerbocker S.,3,100,119.3,,,,
Rivers Run Deep,Ready's Image,10-10-15,Thistledown,"$150,000",Best of Ohio Sprint S.,,97,117.4,,,,
Bound,Jump Start,10-10-15,Parx Racing,"$100,000",Plum Pretty S.,,96,117.8,,,,
Her Emmynency,Successful Appeal,10-10-15,Keeneland,"$500,000",Queen Elizabeth II Challenge Cup S.,1,96,120.4,,,,
Stays in Vegas,City Zip,10-10-15,Santa Anita Park,"$100,000",Surfer Girl S.,,95,119.2,,,,
Dubacious,E Dubai,10-10-15,Thistledown,"$150,000",Best of Ohio Endurance S.,,93,118.6,,,,
Dressed in Hermes,Hat Trick (JPN),10-10-15,Santa Anita Park,"$100,000",Zuma Beach S.,,92,116.9,,,,
Charitable Annuity,Charitable Man,10-10-15,Charles Town,"$500,000",West Virginia Breeders' Classic S.,,90,118.6,,,,
Help a Brother,Windsor Castle,10-10-15,Charles Town,"$70,000",WV Thoroughbred Breeders' Association Onion Juice Breeders Classic S.,,89,116.4,,,,
Greenway Court,Windsor Castle,10-10-15,Charles Town,"$50,000",WV Dash for Cash Breeders' Classic S.,,87,113.7,,,,
Slip the Cable,Midshipman,10-10-15,Charles Town,"$60,000",WV Lottery Breeders' Classic S.,,87,115,,,,
Can't Use Nellie,Mineshaft,10-10-15,Northlands Park,"$50,000",Duchess of York H.,,86,115.9,,,,
Spa Creek,Smoke Glacken,10-10-15,Charles Town,"$70,000",WV Breeders Classic Distaff S.,,84,114.5,,,,
Cuppa Mocha Mojo,Mikimoto's Mojo,10-10-15,Charles Town,"$150,000",WV Cavada Breeders' Classic S.,,84,115.2,,,,
Needmore Flattery,Flatter,10-10-15,Thistledown,"$150,000",Best of Ohio Distaff S.,,83,115.9,,,,
School Board Prez,Courageous Cat,10-10-15,Thistledown,"$150,000",John W. Galbreath S.,,82,116,,,,
Caren,Society's Chairman,10-10-15,Woodbine,"$125,000",Victorian Queen S.,,81,115.4,,,,
Bullets Fever,Fiber Sonde,10-10-15,Charles Town,"$60,000",Vincent Moscarelli Memorial Breeders' Classic S.,,80,115,,,,
Navy Ribbon,Pure Prize,10-10-15,Charles Town,"$60,000",WV Division of Tourism Breeders' Classic S.,,75,113,,,,
Unbridled Trick,Songandaprayer,10-10-15,Thistledown,"$150,000",Juvenile S.,,74,113.3,,,,
Aye a Song,Fiber Sonde,10-10-15,Charles Town,"$60,000",WV Triple Crown Nutrition Breeders' Classic S.,,72,114.3,,,,
Seen It All Before,Niigon,10-11-15,Woodbine,"$125,000",Bunty Lawless S.,,95,118.4,,,,
Conquest Enforcer,Into Mischief,10-11-15,Woodbine,"$250,000",Cup and Saucer S.,,93,118.6,,,,
Raised a Secret,Songandaprayer,10-11-15,Fresno,"$100,000",Harris Farm S.,,93,119,,,,
Surfside Tiara,Scat Daddy,10-11-15,Santa Anita Park,"$70,000",Anoakia S.,,90,119.1,,,,
Killin Me Smalls,Marcavelly,10-12-15,Hastings Racecourse,"$100,000",BC Premier's H.,3,97,120.3,,,,
Forest Chatter,Dixie Chatter,10-12-15,Santa Anita Park,"$100,000",California Flag H.,,97,118.9,,,,
Partisan Politics,More Than Ready,10-12-15,Belmont Park,"$200,000",Pebbles S.,,97,119.1,,,,
Touching Promise,Touch Gold,10-12-15,Hastings Racecourse,"$100,000",Ballerina S.,3,96,118.8,,,,
Aces Again,Ghostzapper,10-12-15,Northlands Park,"$50,000",Harvest Gold Plate H.,,91,117.5,,,,
Texas Chrome,Grasshopper,10-12-15,Zia Park,"$55,000",Governor's Cup S.,,89,115,,,,
Secret Action,Tiz Wonderful,10-12-15,Woodbine,"$150,000",Carotene S.,,88,116.4,,,,
Indian Tiva,Shame On Charlie,10-12-15,Zia Park,"$55,000",Permian Basin S.,,87,116.2,,,,
Crazy Prophet,Rosberg,10-12-15,Hastings Racecourse,"$75,000",Ascot Graduation S.,,82,114.5,,,,
Snuggles,Rosberg,10-12-15,Hastings Racecourse,"$75,000",Fantasy S.,,78,114.3,,,,
Holiday Star,Harlan's Holiday,10-15-15,Keeneland,"$100,000",Sycamore S.,3,85,118.9,,,,
Shotgun Kowboy,Kodiak Kowboy,10-16-15,Remington Park,"$175,000",Oklahoma Classics Cup S.,,99,118.5,,,,
Okie Ride,Candy Ride (ARG),10-16-15,Remington Park,"$130,000",Oklahoma Classics Sprint S.,,93,117.5,,,,
My Brother Don,Fast Play,10-16-15,Remington Park,"$40,000",Oklahoma Classics Starter Allowance S.,,93,117.1,,,,
Zeta Zody,Omega Code,10-16-15,Remington Park,"$130,000",Oklahoma Classics Distaff Turf S.,,92,116.3,,,,
Ibaka,Uncle Abbie,10-16-15,Remington Park,"$130,000",OKC Turf Classic S.,,89,115.6,,,,
More Than Even,Stephen Got Even,10-16-15,Remington Park,"$145,000",Oklahoma Classics Distaff S.,,89,115.9,,,,
Steel Cut,Cactus Ridge,10-16-15,Remington Park,"$40,000",Oklahoma Classics Filly and Mare Starter Allowance S.,,88,115.5,,,,
Heykittykittykitty,Tactical Cat,10-16-15,Remington Park,"$130,000",Oklahoma Classics Distaff Sprint S.,,86,115.7,,,,
Bring It On Dude,Munnings,10-16-15,Remington Park,"$100,000",Oklahoma Classics Juvenile S.,,84,115.1,,,,
Another Bond Girl,Don't Get Mad,10-16-15,Remington Park,"$100,000",Oklahoma Classics Lassie S.,,67,112.1,,,,
Lucky Lindy,Harlan's Holiday,10-17-15,Hawthorne,"$150,000",Hawthorne Derby,3,102,119.6,,,,
Sarah Sis,Sharp Humor,10-17-15,Keeneland,"$250,000",Lexus Raven Run S.,2,100,118.8,,,,
Admirals War Chest,Elusive Charlie,10-17-15,Laurel Park,"$151,500",Maryland Million Classic S.,,96,119.5,,,,
Phlash Phelps,Great Notion,10-17-15,Laurel Park,"$127,500",Maryland Million Turf S.,,95,117.6,,,,
Belle Hill,Sky Mesa,10-17-15,Santa Anita Park,"$100,000",Autumn Miss S.,3,94,118.4,,,,
Jack's in the Deck,Love of Money,10-17-15,Laurel Park,"$100,000",Maryland Million Sprint H.,,94,116.7,,,,
Southern Ring,Speightstown,10-17-15,Woodbine,"$100,000",Ruling Angel S.,,93,117.9,,,,
Lionhearted Lady,Lion Hearted,10-17-15,Laurel Park,"$102,000",Maryland Million Distaff H.,,92,118.3,,,,
Trouble Kid,Harlan's Holiday,10-17-15,Parx Racing,"$150,000",Valley Forge S.,,92,120.5,,,,
Stellar Path (FR),Astronomer Royal,10-17-15,Belmont Park,"$200,000",Athenia S.,3,91,118.9,,,,
Lexington Street,Street Sense,10-17-15,Laurel Park,"$101,000",Maryland Million Lassie S.,,91,116.2,,,,
Absolutely Cool,Absolute Harmony,10-17-15,Turf Paradise,"$35,000",Bienvenidos S.,,90,117.9,,,,
Stolen Love,Not for Love,10-17-15,Laurel Park,"$51,000",Maryland Million Starter H.,,88,114.1,,,,
Annual Report,Harlan's Holiday,10-17-15,Belmont Park,"$200,000",Futurity S.,2,86,118.4,,,,
Monster Sleeping,Oratory,10-17-15,Laurel Park,"$125,000",Maryland Million Ladies S.,,85,116.3,,,,
Wild for Love,Not for Love,10-17-15,Laurel Park,"$50,000",Maryland Million Distaff Starter H.,,84,114.3,,,,
Dr. Shane,Freud,10-17-15,Finger Lakes,"$206,963",New York Breeders' Futurity,,83,117.8,,,,
Corvus,Dance With Ravens,10-17-15,Laurel Park,"$102,000",Maryland Million Nursery S.,,81,115.7,,,,
Cannock Chase,Lemon Drop Kid,10-18-15,Woodbine,"$1,000,000",Canadian International S.,1,106,121.7,,,,
Curvy (GB),Galileo (IRE),10-18-15,Woodbine,"$500,000",E. P. Taylor S,1,98,120.8,,,,
Kitten's Point,Kitten's Joy,10-18-15,Keeneland,"$125,000",Dowager S.,3,97,120.1,,,,
G. G. Ryder,Chhaya Dance,10-18-15,Fresno,"$50,000",Bull Dog H.,,96,119.6,,,,
Bye Bye Bernie,Bernstein,10-18-15,Woodbine,"$300,000",Nearctic S.,2,96,118.8,,,,
Toews On Ice,Archarcharch,10-18-15,Santa Anita Park,"$70,000",Speakeasy S.,,94,119.8,,,,
Pretty N Cool,Scat Daddy,10-18-15,Belmont Park,"$200,000",Matron S.,2,93,118.5,,,,
Cactus Kris,Cactus Ridge,10-18-15,Woodbine,"$150,000",Ontario Fashion S.,3,93,117.7,,,,
La Appassionata,Bernardini,10-23-15,Delta Downs,"$100,000",My Trusty Cat S.,,90,118.8,,,,
Leena,Cape Canaveral,10-23-15,Northlands Park,"$50,000",Freedom of the City S.,,84,116,,,,
My Master Plan,Oratory,10-23-15,Remington Park,"$50,000",E. L. Gaylord Memorial S.,,80,115.2,,,,
Palace,City Zip,10-24-15,Belmont Park,"$150,000",Hudson H.,,102,119.6,,,,
Om,Munnings,10-24-15,Santa Anita Park,"$200,000",Twilight Derby,2,102,119.2,,,,
Dortmund,Big Brown,10-24-15,Santa Anita Park,"$70,000",Big Bear S.,,101,121.7,,,,
Empire Dreams,Patriot Act,10-24-15,Belmont Park,"$300,000",Empire Classic H.,,101,119.7,,,,
Kitten's Dumplings,Kitten's Joy,10-24-15,Gulfstream Park West,"$75,000",Little Miss Magic S.,,101,118.1,,,,
Lubash,Freud,10-24-15,Belmont Park,"$200,000",Mohawk S.,,101,118.6,,,,
La Verdad,Yes It's True,10-24-15,Belmont Park,"$150,000",Iroquois S.,,100,121.9,,,,
Wonder Gal,Tiz Wonderful,10-24-15,Belmont Park,"$200,000",Empire Distaff H.,,97,119.5,,,,
Lovely Loyree,Cactus Ridge,10-24-15,Hawthorne,"$50,000",Stickney H.,,97,118.4,,,,
Crowley's Law (GB),Dubawi (IRE),10-24-15,Woodbine,"$100,000",River Memories S.,,95,119.7,,,,
Get Jets,Scat Daddy,10-24-15,Belmont Park,"$250,000",Sleepy Hollow S.,,95,119,,,,
Invading Humor,Invasor (ARG),10-24-15,Belmont Park,"$200,000",Ticonderoga S.,,93,117.4,,,,
Bold Rally,Fort Prado,10-24-15,Hawthorne,"$50,000",Cicero H.,,92,117.8,,,,
Yankee Dealer,Yankee Gentleman,10-24-15,Hawthorne,"$50,000",Cicero H.,,92,117.8,,,,
Tiger Ride,Candy Ride (ARG),10-24-15,Keeneland,"$150,000",Valley View S.,3,91,119.1,,,,
Justalittlesmoke,Smoke Glacken,10-24-15,Thistledown,"$75,000",Diana S.,,90,116.2,,,,
Winning Vision,Pollard's Vision,10-24-15,Turf Paradise,"$35,000",Princess of Palms S.,,89,117,,,,
Super Surprise,Giant Surprise,10-24-15,Belmont Park,"$250,000",Maid of the Mist S.,,87,119.1,,,,
Awesome Slate,Summer Bird,10-24-15,Northlands Park,"$50,000",Canadian Juvenile S.,,86,117.6,,,,
Forevamo,Uncle Mo,10-24-15,Delta Downs,"$200,000",Jean Lafitte S.,,85,116.5,,,,
Offering Plan,Spring At Last,10-25-15,Belmont Park,"$100,000",English Channel S.,,99,119.5,,,,
Baruta (BRZ),Crimson Tide (IRE),10-25-15,Santa Anita Park,"$100,000",Senator Ken Maddy S.,3,95,118.4,,,,
Glenville Gardens,Street Cry (IRE),10-25-15,Woodbine,"$100,000",Labeeb S.,,94,118.5,,,,
Dontmesswithkitten,Kitten's Joy,10-25-15,Hastings Racecourse,"$35,000",Harbour View S.,,91,116.2,,,,
Lochte,Medaglia d'Oro,10-25-15,Gulfstream Park West,"$75,000",Spider John S.,,91,119.4,,,,
Tiz Imaginary,Tizway,10-25-15,Woodbine,"$150,000",Fanfreluche S.,,84,115.9,,,,
Falling Sky,Lion Heart,10-29-15,Keeneland,"$100,000",Lafayette S.,,97,118.3,,,,
Pacific Heat,Unusual Heat,10-29-15,Del Mar,"$200,000",Golden State Juvenile Fillies S.,,88,120.8,,,,
Liam's Map,Unbridled's Song,10-30-15,Keeneland,"$1,000,000",Breeders' Cup Dirt Mile,1,107,124.1,,,,
Race Day,Tapit,10-30-15,Keeneland,"$200,000",Hagyard Fayette S.,2,105,122.8,,,,
Stopchargingmaria,Tale of the Cat,10-30-15,Keeneland,"$2,000,000",Breeders' Cup Distaff,1,101,122.8,,,,
Bailoutbobby,Mizzen Mast,10-30-15,Keeneland,"$200,000",Marathon S.,2,101,123,,,,
Mountain Music Man,Bluegrass Cat,10-30-15,Belmont Park,"$100,000",Awad S.,,96,118.3,,,,
Hit It a Bomb,War Front,10-30-15,Keeneland,"$1,000,000",Breeders' Cup Juvenile Turf,1,96,119.5,,,,
Smokey Image,Southern Image,10-30-15,Del Mar,"$200,000",Golden State Juvenile S.,,95,119.2,,,,
Catch a Glimpse,City Zip,10-30-15,Keeneland,"$1,000,000",Breeders' Cup Juvenile Fillies Turf,1,94,118.8,,,,
Tweet Kitten,Kitten's Joy,10-30-15,Keeneland,"$100,000",Bryan Station S.,,94,118.3,,,,
America,A.P. Indy,10-30-15,Belmont Park,"$200,000",Turnback the Alarm H.,3,94,118.6,,,,
Forest Lake,Forestry,10-30-15,Delta Downs,"$100,000",Magnolia S.,,89,116.8,,,,
American Pharoah,Pioneerof the Nile,10-31-15,Keeneland,"$5,000,000",Breeders' Cup Classic,1,113,126.5,,,,
Tepin,Bernstein,10-31-15,Keeneland,"$2,000,000",Breeders' Cup Mile,1,107,124,,,,
Runhappy,Super Saver,10-31-15,Keeneland,"$1,500,000",Breeders' Cup Sprint,1,107,123.2,,,,
Found (IRE),Galileo (IRE),10-31-15,Keeneland,"$3,000,000",Breeders' Cup Turf,1,107,124.8,,,,
Wavell Avenue,Harlington,10-31-15,Keeneland,"$1,000,000",Breeders' Cup Filly and Mare Sprint,1,105,123.1,,,,
Mongolian Saturday,Any Given Saturday,10-31-15,Keeneland,"$1,000,000",Breeders' Cup Turf Sprint,1,104,122.3,,,,
Matrooh,Distorted Humor,10-31-15,Belmont Park,"$200,000",Bold Ruler H.,3,103,121.1,,,,
Songbird,Medaglia d'Oro,10-31-15,Keeneland,"$2,000,000",Breeders' Cup Juvenile Fillies,1,102,122.2,,,,
Candy Bites,Candy Ride (ARG),10-31-15,Mahoning Valley,"$75,000",Cardinal H.,,98,118.5,,,,
Crittenden,Distorted Humor,10-31-15,Del Mar,"$75,000",Let It Ride S.,,97,118,,,,
Nyquist,Uncle Mo,10-31-15,Keeneland,"$2,000,000",Breeders' Cup Juvenile,1,97,119.4,,,,
St. Albans Boy,Giant's Causeway,10-31-15,Laurel Park,"$100,000",Laurel Turf Cup S.,,96,116.5,,,,
Dr Blarney,Dublin,10-31-15,Suffolk Downs,"$75,000",Norman Hall S.,,96,114.5,,,,
Stephanie's Kitten,Kitten's Joy,10-31-15,Keeneland,"$2,000,000",Breeders' Cup Filly and Mare Turf,1,95,122.8,,,,
Flipcup,Milwaukee Brew,10-31-15,Woodbine,"$150,000",Maple Leaf S.,3,95,119.3,,,,
Hebbronville,Majesticperfection,10-31-15,Keeneland,"$100,000",Perryville S.,,95,119.1,,,,
Meshell,Elusive Quality,10-31-15,Keeneland,"$100,000",Fort Springs S.,,94,118.8,,,,
Watchyourownbobber,Hard Spun,10-31-15,Gulfstream Park West,"$75,000",Showing Up S.,,94,117.7,,,,
Bucchero,Kantharos,10-31-15,Indiana Grand,"$150,000",To Much Coffee S.,,94,119.8,,,,
Lady Fog Horn,Zavata,10-31-15,Indiana Grand,"$150,000",Frances Slocum S.,,93,118.7,,,,
Sheikh of Sheikhs,Discreetly Mine,10-31-15,Keeneland,"$100,000",Juvenile Dirt Sprint S.,,92,117,,,,
Derby Express,Unbridled Express,10-31-15,Indiana Grand,"$85,000",Indiana Futurity,,87,114.7,,,,
Susie Bee,English Channel,10-31-15,Gulfstream Park West,"$75,000",Cellars Shiraz S.,,86,118.1,,,,
Ava's Kitten,Kitten's Joy,10-31-15,Belmont Park,"$100,000",Chelsey Flower S.,,86,116.8,,,,
Bullets Fever,Fiber Sonde,10-31-15,Charles Town,"$50,000",Tri-State Futurity,,81,113.5,,,,
Miss Wilby,Imperialism,10-31-15,Suffolk Downs,"$75,000",John Kirby S.,,79,113,,,,
Worth the Worry,Hook and Ladder,10-31-15,Suffolk Downs,"$75,000",Thomas F. Moran S.,,78,113.8,,,,
Easy Victory,Lost Victory,10-31-15,Indiana Grand,"$85,000",Miss Indiana S.,,77,112.8,,,,
Ebby,Mercer Mill,10-31-15,Mahoning Valley,"$75,000",Emerald Necklace S.,,75,112.5,,,,
Lady Sabelia,Majestic Warrior,11-01-15,Belmont Park,"$100,000",Pumpkin Pie S.,,102,120.7,,,,
Uzziel,Harlington,11-01-15,Del Mar,"$200,000",Goldikova S.,2,94,119.9,,,,
Diabolical Dame,Diabolical,11-01-15,Zia Park,"$140,000",New Mexico Classic Cup Oaks Championship S.,,92,116.7,,,,
Stays in Vegas,City Zip,11-01-15,Golden Gate Fields,"$75,000",Pike Place Dancer S.,,91,117.1,,,,
Stageplay,Curlin,11-01-15,Churchill Downs,"$80,000",Rags to Riches S.,,91,118.8,,,,
Mr. Wizard,Premeditation,11-01-15,Zia Park,"$180,000",Rocky Gulch New Mexico Classic Cup Championship S.,,91,117.2,,,,
Autumn Blitz,Orientate,11-01-15,Turf Paradise,"$35,000",ATBA Fall Sales S.,,90,113.8,,,,
Golly Gee,Your Eminence,11-01-15,Zia Park,"$140,000",New Mexico Classic Cup Derby Championship S.,,90,115,,,,
Hurricane Hush,Attila's Storm,11-01-15,Zia Park,"$140,000",New Mexico Classic Cup Filly and Mare Sprint Championship S.,,90,115.6,,,,
Mo Tom,Uncle Mo,11-01-15,Churchill Downs,"$80,000",Street Sense S.,,89,117.8,,,,
Wyatt,Pro Prado,11-01-15,Zia Park,"$170,000",New Mexico Classic Cup Sprint Championship S.,,88,115.5,,,,
My Dandy Girl,Real Dandy,11-01-15,Zia Park,"$170,000",Peppers Pride New Mexico Classic Championship Fillies and Mares S.,,87,115.1,,,,
Caren,Society's Chairman,11-01-15,Woodbine,"$250,000",Princess Elizabeth S.,,85,117.7,,,,
Indian Tiva,Shame On Charlie,11-01-15,Zia Park,"$140,000",New Mexico Classic Cup Lassie Championship S.,,84,115.7,,,,
Heidi's in Charge,Ez Dreamer,11-01-15,Turf Paradise,"$35,000",ATBA Fall Sales S.,,80,110.5,,,,
Back Seat Hero,Diabolical,11-01-15,Zia Park,"$140,000",New Mexico Classic Cup Juvenile Championship S.,,73,112.9,,,,
Smack Smack,Closing Argument,11-02-15,Zia Park,"$55,000",Veterans S.,,83,118.7,,,,
Amis Gizmo,Giant Gizmo,11-04-15,Woodbine,"$125,000",Frost King S.,,95,118.4,,,,
Mohaymen,Tapit,11-04-15,Aqueduct,"$200,000",Nashua S.,2,91,118.1,,,,
Big World,Custom for Carlos,11-04-15,Aqueduct,"$200,000",Tempted S.,3,81,116.4,,,,
Suddenbreakingnews,Mineshaft,11-06-15,Remington Park,"$100,000",Clever Trevor S.,,89,117.4,,,,
Mecke's Madalyn,Desert Party,11-06-15,Finger Lakes,"$50,000",Shesastonecoldfox S.,,78,112.2,,,,
Saraguaro,Express Tour,11-07-15,Gulfstream Park West,"$100,000",Millions Classic Preview S.,,103,118.2,,,,
Goldy Espony (FR),Vespone (IRE),11-07-15,Aqueduct,"$200,000",Long Island H.,3,101,119.3,,,,
Legal Laura,Wildcat Heir,11-07-15,Gulfstream Park West,"$100,000",Millions Distaff Preview S.,,99,117.9,,,,
Jewel of a Cat,Wildcat Heir,11-07-15,Gulfstream Park West,"$100,000",Millions Turf Sprint Preview S.,,96,118.5,,,,
Spelling Again,Awesome Again,11-07-15,Churchill Downs,"$200,000",Chilukki S.,2,95,121.4,,,,
Ride Hard Kowboy,Kodiak Kowboy,11-07-15,Turf Paradise,"$35,000",Jeff and Jack Coady Sr. S.,,92,117.1,,,,
Full Ransom,Full Mandate,11-07-15,Del Mar,"$75,000",Kathryn Crosby S.,,92,117.3,,,,
Old Time Hockey,Smarty Jones,11-07-15,Gulfstream Park West,"$100,000",Millions Turf Preview S.,,92,117.8,,,,
Li'l Meatball,Graeme Hall,11-07-15,Gulfstream Park West,"$100,000",Juvenile Sprint S.,,91,117.2,,,,
Strong Incentive,Warrior's Reward,11-07-15,Woodbine,"$150,000",Jammed Lovely S.,,90,117.7,,,,
Code Warrior,Society's Chairman,11-07-15,Golden Gate Fields,"$50,000",Golden Nugget S.,,88,117.9,,,,
Brandy's Girl,Posse,11-07-15,Gulfstream Park West,"$100,000",Juvenile Filly Sprint S.,,88,116.9,,,,
Red Hot Diva,Devon Deputy,11-07-15,Charles Town,"$50,000",My Sister Pearl S.,,87,118,,,,
Little Nick V.,Colonel John,11-07-15,Gulfstream Park West,"$100,000",Juvenile Turf S.,,86,115.1,,,,
My Blue Sky,Sky Mesa,11-07-15,Turf Paradise,"$35,000",Chandler S.,,85,115.3,,,,
Pancake,Corinthian,11-07-15,Gulfstream Park West,"$100,000",Juvenile Filly Turf S.,,81,114.1,,,,
Deniro's Saint,Saints n' Sinners,11-07-15,Mahoning Valley,"$75,000",Ohio Debutante H.,,79,112.5,,,,
Are You Kidding Me,Run Away and Hide,11-08-15,Woodbine,"$200,000",Autumn S.,2,97,119.4,,,,
Shakhimat,Lonhro (AUS),11-08-15,Woodbine,"$250,000",Coronation Futurity,,96,118.6,,,,
My Monet,Decarchy,11-08-15,Del Mar,"$100,000",Betty Grable S.,,92,118.5,,,,
Tommy Macho,Macho Uno,11-11-15,Aqueduct,"$150,000",Discovery H.,3,102,120.3,,,,
Absolutely Cool,Absolute Harmony,11-14-15,Turf Paradise,"$35,000",Luke Kruytbosch S.,,100,119,,,,
Isabella Sings,Eskendereya,11-14-15,Churchill Downs,"$200,000",Mrs. Revere S.,2,100,121,,,,
Gentlemen's Bet,Half Ours,11-14-15,Laurel Park,"$350,000",Frank J. De Francis Memorial Dash S.,,98,119.7,,,,
Page McKenney,Eavesdropper,11-14-15,Laurel Park,"$100,000",Richard W. Small S.,,98,120.5,,,,
Hot City Girl,City Zip,11-14-15,Laurel Park,"$100,000",Safely Kept S.,,98,121,,,,
The Pickett Factor,Gold Tribute,11-14-15,Delta Downs,"$100,000",Gold Cup S.,,97,122,,,,
Toews On Ice,Archarcharch,11-14-15,Del Mar,"$100,000",Bob Hope S.,3,96,120.4,,,,
Awesome Speed,Awesome Again,11-14-15,Laurel Park,"$100,000",James F. Lewis III S.,,96,118,,,,
Mr Maybe,Ghostzapper,11-14-15,Aqueduct,"$250,000",Red Smith H.,3,92,121.2,,,,
El Kabeir,Scat Daddy,11-14-15,Laurel Park,"$100,000",City of Laurel S.,,91,117.9,,,,
Winning Vision,Pollard's Vision,11-14-15,Turf Paradise,"$35,000",City of Phoenix S.,,91,117.2,,,,
Star Student,Student Council,11-14-15,Golden Gate Fields,"$50,000",Oakland S.,,89,117.8,,,,
Charitable Annuity,Charitable Man,11-14-15,Charles Town,"$50,000",A Huevo S.,,88,116.4,,,,
Lost Raven,Uncle Mo,11-14-15,Laurel Park,"$100,000",Smart Halo S.,,83,116.5,,,,
Trini Brewnette,Milwaukee Brew,11-14-15,Woodbine,"$125,000",South Ocean S.,,80,114.6,,,,
Big Louie D,Stormy Atlantic,11-15-15,Parx Racing,"$75,000",Christopher Elser Memorial S.,,100,117.7,,,,
Eighth Wonder,Pioneerof the Nile,11-15-15,Parx Racing,"$75,000",Donna Freyer S.,,96,118.3,,,,
Miss Mischief,Into Mischief,11-15-15,Woodbine,"$200,000",Bessarabian S.,2,93,118.6,,,,
Sheriffa,Posse,11-15-15,Aqueduct,"$125,000",New York Stallion Series S.,,92,118,,,,
Lucky Folie,Distorted Humor,11-15-15,Del Mar,"$100,000",Desi Arnaz S.,,90,118.9,,,,
Johnny Whip,Stephen Got Even,11-20-15,Remington Park,"$50,000",Silver Goblin S.,,88,117.9,,,,
Exaggerator,Curlin,11-21-15,Delta Downs,"$1,000,000",Delta Downs Jackpot S.,3,103,120.4,,,,
Lochte,Medaglia d'Oro,11-21-15,Gulfstream Park West,"$100,000",Tropical Turf H.,3,102,121.5,,,,
Cougar Ridge,Johannesburg,11-21-15,Delta Downs,"$250,000",Delta Mile S.,,100,120.8,,,,
Button Down (GB),Oasis Dream (GB),11-21-15,Churchill Downs,"$100,000",Cardinal H.,3,99,121.7,,,,
Bagg O'Day,Five Star Day,11-21-15,Churchill Downs,"$80,000",Bet on Sunshine S.,,97,120.2,,,,
Rusty Slipper,Lemon Drop Kid,11-21-15,Del Mar,"$100,000",Red Carpet H.,3,97,119.4,,,,
Nublado Bling,Too Much Bling,11-21-15,Delta Downs,"$75,000",Sam's Town S.,,97,118.5,,,,
Kyriaki,Scat Daddy,11-21-15,Delta Downs,"$200,000",Treasure Chest S.,,95,119.7,,,,
Mayla,Sharp Humor,11-21-15,Delta Downs,"$75,000",Orleans S.,,94,119.1,,,,
Lady Lara (IRE),Excellent Art (GB),11-21-15,Gulfstream Park West,"$100,000",My Charmer H.,3,93,119,,,,
Sky Flight,Sky Mesa,11-21-15,Aqueduct,"$100,000",Artie Schiller S.,,92,118.9,,,,
Justalittlesmoke,Smoke Glacken,11-21-15,Mahoning Valley,"$75,000",First Lady S.,,89,115.6,,,,
Jet Black Magic,Hold Me Back,11-21-15,Delta Downs,"$400,000",Delta Downs Princess S.,3,87,118.2,,,,
Ami's Mesa,Sky Mesa,11-21-15,Woodbine,"$125,000",Glorious Song S.,,87,118.5,,,,
Sudden Surprise,Giant Surprise,11-21-15,Aqueduct,"$100,000",Notebook S.,,85,116.5,,,,
Sea Vow,Private Vow,11-21-15,Delta Downs,"$150,000",Louisiana Legacy S.,,82,114.7,,,,
Aye a Song,Fiber Sonde,11-21-15,Charles Town,"$50,000",West Virginia Futurity,,78,112.8,,,,
Giant Cruiser,Giant Oak,11-21-15,Delta Downs,"$150,000",Louisiana Jewel S.,,75,115.8,,,,
Ebby,Mercer Mill,11-21-15,Mahoning Valley,"$75,000",Glacial Princess S.,,73,111,,,,
Stacked Deck,First Samurai,11-22-15,Woodbine,"$200,000",Kennedy Road S.,2,101,120.5,,,,
Solid Wager,Birdonthewire,11-22-15,Del Mar,"$100,000",Cary Grant S.,,98,117.9,,,,
Frosty Margarita,Frost Giant,11-22-15,Aqueduct,"$100,000",Key Cents S.,,92,119.3,,,,
Lewys Vaporizer,Lewis Michael,11-23-15,Mahoning Valley,"$200,000",Steel Valley Sprint S.,,108,119.5,,,,
Heykittykittykitty,Tactical Cat,11-23-15,Mahoning Valley,"$75,000",Mahoning Distaff S.,,104,119.7,,,,
Page McKenney,Eavesdropper,11-25-15,Penn National,"$100,000",Swatara S.,,108,121.6,,,,
